H0,F0,C,g,e,rh,rf,th,tf,dh,df,Modeled_RDI,Final_Lymphoma_Burden,Final_Reserve_Index
0.5768840980971001,0.8194920480751499,0.5409289137615433,0.2616776098090291,0.656724586207957,0.19361468466177595,0.16839937180109601,0.13231610874343872,0.232903256102462,0.12762472076829448,0.053137682518961483,0.6293888888888917,0.17721214277656888,0.3620446769820932
0.865507191542535,0.8811818416670194,0.4726234121502434,0.2083018436921397,0.6930291829152683,0.2149647618847566,0.10166419734671525,0.25685793349904695,0.10131035260196265,0.14220269402461996,0.07768262341424766,0.7315416666666599,0.08949127454622018,0.40617699916332844
0.4947450777600749,0.636694659545027,0.5155872230173727,0.24093188221374984,0.7155145036951929,0.11710854736890879,0.13568169544034078,0.15641063685782713,0.1960030229293399,0.08562338704738738,0.09155823382947872,0.5552777777777823,0.1731895182167489,0.2946065300222605
0.7783333385895419,0.8058940463396362,0.2786082952584169,0.23736329868962464,0.7051450043202149,0.12141541645685197,0.14482144880228232,0.23992781346451783,0.18711367666240808,0.08413527935580875,0.11869260576320513,0.6596944444444443,0.12554476928534075,0.3510285957698057
0.8970785400496455,0.5615410226094735,0.35389039394182936,0.1716361389276983,0.607504960828544,0.24974165422627304,0.23900428788216022,0.18948926851148346,0.18061942032671896,0.11807243446585361,0.10462273630252554,0.7279999999999923,0.1078067644378437,0.4199457394680365
0.5361281355880947,0.7745452868005398,0.3080250513302377,0.19959960143015806,0.6020172405922407,0.1731294047570533,0.09215960541999618,0.18162722309902363,0.08289356931778755,0.06848005740135744,0.12420236113637363,0.6784999999999973,0.14519528217813957,0.4032416414938652
0.8461974769762262,0.7642429166644066,0.5259656863109262,0.2520826022941678,0.6641042096023041,0.15670724917580164,0.15850135732554915,0.18444239402234247,0.22472754984770132,0.0601767076917786,0.10735125752782755,0.6525000000000002,0.1552060967491262,0.3545540036172666
0.6502853073552844,0.4745595977625629,0.5674645913895983,0.1686286302351987,0.6753626049918824,0.21954922365032897,0.19967703686981722,0.23851597052856416,0.16804936360561343,0.05653344892778507,0.0849283731284069,0.5500000000000045,0.15435708791910704,0.34939436094989484
0.8358825249821349,0.7734877091546124,0.5706688241555105,0.24643613552005847,0.5236773448199693,0.21237278699463674,0.17068188189234335,0.16134466721472432,0.24837720128803398,0.14827468202997027,0.08193423257292426,0.6352777777777799,0.24806337373515622,0.33898240545216635
0.6624730856871875,0.8941909883127312,0.35915691799109994,0.16960368411193177,0.6360375397959621,0.1947472626355048,0.23509811228229488,0.10400826740243789,0.16819575046758667,0.12202807463314591,0.08748547530311794,0.7499999999999896,0.08793889114838586,0.4717354917843872
0.5955141279290728,0.8684297024462277,0.49467314870691026,0.2602368451227023,0.7286293408772222,0.10786042440727056,0.15496794133732772,0.19447924897986757,0.09368888266860449,0.1373638832389288,0.1221397964977188,0.64438888888889,0.1334851576415368,0.36583226565520627
0.7698655525067744,0.45708657629242805,0.33707065320469,0.16463365709753688,0.7111831513955924,0.20313737462743048,0.1673626321677028,0.14949863741439065,0.22347436286735484,0.13432165970033666,0.058834765009855856,0.6076111111111155,0.11274029683115842,0.38302132429451186
0.7225857810220333,0.8073924280202214,0.522707657729885,0.1987513119008533,0.685731796463278,0.1470616526110597,0.08094383369716096,0.2546978470129771,0.11117978323431106,0.15528073094880152,0.05500947586816833,0.6412777777777793,0.12364067110206987,0.34763874345601947
