H0,F0,C,Modeled_RDI,Final_L,Final_H,Final_F,Final_DTRI
0.4375,0.7375,0.35,0.5918333333333382,0.19216277864303594,0.4058594116659218,0.4502660270836704,0.3764607456975126
0.4375,0.75,0.35,0.5981666666666713,0.18884895400682675,0.40725716945229246,0.45350191532075895,0.3787373996397469
0.4375,0.7625000000000001,0.35,0.6043888888888934,0.18557166572185466,0.4085755596456335,0.45664949448526737,0.3809391781714035
0.4375,0.775,0.35,0.6106111111111154,0.18227909586380792,0.40980072549993074,0.45969089962020476,0.38305634479150324
0.4375,0.7875000000000001,0.35,0.6167222222222264,0.17903614504188778,0.41095174216443286,0.462650180828889,0.385102187645308
0.4375,0.8,0.35,0.6227222222222257,0.17584842345442375,0.41203261160335,0.4655319426116773,0.3870798150202657
0.4375,0.8125,0.35,0.6287222222222251,0.17266173042331845,0.41302548141263556,0.468314089682933,0.38897610235100877
0.4375,0.8250000000000001,0.35,0.6346111111111133,0.16953932632728033,0.41395350205217696,0.47102506356971646,0.3908081487083482
0.4375,0.8375,0.35,0.6405000000000015,0.16642606994197237,0.41479619070189927,0.47364001959066043,0.39256055648845556
0.4375,0.8500000000000001,0.35,0.6462777777777787,0.1633840836156015,0.4155793331373073,0.4761901888582316,0.39425289480524794
0.4375,0.8625,0.35,0.6519444444444448,0.16041570887479392,0.41630676284417356,0.4786799958169597,0.39588841451348605
0.4375,0.875,0.35,0.6574999999999996,0.15752282538626414,0.41698226000449234,0.4811137885500253,0.39747035989742
0.4375,0.8875000000000001,0.35,0.6629444444444436,0.15470690568649334,0.4176095537849322,0.4834958376256014,0.39900196513857816
0.4375,0.9,0.35,0.6683333333333318,0.15194039837263024,0.4181769909641715,0.4858124566923609,0.4004742900037938
0.45,0.4,0.35,0.5500000000000045,0.2129762232933903,0.34718633815733685,0.3342770558674023,0.2986389042596027
0.45,0.41250000000000003,0.35,0.5500000000000045,0.2129762232933903,0.3498519899126552,0.3390298918526523,0.3019068419772106
0.45,0.42500000000000004,0.35,0.5500000000000045,0.2129762232933903,0.35249658872452366,0.3437637772543724,0.3051541644425917
0.45,0.4375,0.35,0.5500000000000045,0.2129762232933903,0.35512035923234736,0.3484789109644153,0.30838114858763294
0.45,0.45,0.35,0.5500000000000045,0.2129762232933903,0.3577235230384425,0.3531754892160716,0.3115880640665653
0.45,0.4625,0.35,0.5500000000000045,0.2129762232933903,0.3603062987584774,0.35785370562787555,0.3147751736133469
0.45,0.47500000000000003,0.35,0.5500000000000045,0.2129762232933903,0.3628689020709257,0.36251375124656254,0.3179427333733312
0.45,0.48750000000000004,0.35,0.5500000000000045,0.2129762232933903,0.3654115457655352,0.367155814589169,0.32109099321149087
0.45,0.5,0.35,0.5500000000000045,0.2129762232933903,0.36793443979084817,0.3717800816843185,0.3242201969992723
0.45,0.5125000000000001,0.35,0.5500000000000045,0.2129762232933903,0.3704377913007877,0.37638673611269857,0.3273305828819177
0.45,0.525,0.35,0.5500000000000045,0.2129762232933903,0.3729218047003319,0.38097595904675097,0.3304223835279212
0.45,0.5375000000000001,0.35,0.5500000000000045,0.2129762232933903,0.3753866816902975,0.3855479292895906,0.33349582636211644
0.45,0.55,0.35,0.5500000000000045,0.2129762232933903,0.3778326213112578,0.39010282331317897,0.3365511337837551
0.45,0.5625,0.35,0.5500000000000045,0.2129762232933903,0.3802598199866019,0.39464081529575323,0.33958852337078604
0.45,0.5750000000000001,0.35,0.5500000000000045,0.2129762232933903,0.38266847156477224,0.3991620771585468,0.342608208071458
0.45,0.5875,0.35,0.5500000000000045,0.2129762232933903,0.3850587673606822,0.40366677860179956,0.3456103963842357
0.45,0.6000000000000001,0.35,0.5500000000000045,0.2129762232933903,0.3874308961963408,0.40815508714008397,0.3485952925269463
0.45,0.6125,0.35,0.5500000000000045,0.2129762232933903,0.38978504444070466,0.4126271681369631,0.3515630965959865
0.45,0.625,0.35,0.5500000000000045,0.2129762232933903,0.39212139604876456,0.4170831848389875,0.35451400471633543
0.45,0.6375000000000001,0.35,0.5501666666666711,0.212898662726723,0.3944332469807491,0.421511789663557,0.3574462853889844
0.45,0.65,0.35,0.5562777777777823,0.21001905314192745,0.3964466602130745,0.4254718768169824,0.36026423117318856
0.45,0.6625000000000001,0.35,0.5623333333333379,0.20709938819292062,0.39837674128612927,0.4293383644779325,0.36300978112041515
0.45,0.675,0.35,0.5683888888888935,0.20412100391614701,0.4002204458321986,0.4331064153575194,0.3656809779097013
0.45,0.6875,0.35,0.574611111111116,0.20100681141950588,0.40196227896450787,0.4367548930320037,0.36826805263559886
0.45,0.7000000000000001,0.35,0.5806666666666717,0.19793061893817773,0.403629385399734,0.4403215345806161,0.3707853033358016
0.45,0.7125,0.35,0.5867222222222273,0.19481632566499643,0.40520846964763124,0.44378772965712715,0.37322485440933534
0.45,0.7250000000000001,0.35,0.5928333333333381,0.19164129165409183,0.40669217679030994,0.4471441220547913,0.37558119012502134
0.45,0.7375,0.35,0.598944444444449,0.1884403638133252,0.4080858625233515,0.45039801869274326,0.3778569100113095
0.45,0.75,0.35,0.604944444444449,0.18527821763876257,0.4094059566515201,0.4535701892786887,0.3800628207620206
0.45,0.7625000000000001,0.35,0.6109444444444487,0.1821023923710737,0.41063834397812204,0.4566426762350768,0.3821890820119188
0.45,0.775,0.35,0.6168333333333375,0.17897709925164,0.4118022330874859,0.4596392941997397,0.38424903887334777
0.45,0.7875000000000001,0.35,0.6227222222222257,0.17584842345442375,0.4128809300013936,0.4625393715723727,0.3862306648545208
0.45,0.8,0.35,0.628611111111114,0.17272070694764258,0.4138743986810969,0.4653431560182846,0.38813353593953737
0.45,0.8125,0.35,0.63427777777778,0.16971585688108906,0.41482903842512453,0.468106582857615,0.3899920983268556
0.45,0.8250000000000001,0.35,0.6399444444444461,0.1667193074100834,0.41570362160675667,0.47077979571957423,0.3917758859330598
0.45,0.8375,0.35,0.6456111111111121,0.16373434835255868,0.4164982047921869,0.4733632037191518,0.3934846640642355
